Date,Close,High,Low,Open,Volume
2002-07-30,42.80598831176758,42.98921391762808,42.769343989381795,42.89498508950298,41300
2002-07-31,43.19863510131836,43.23004739319355,42.95259677755645,42.95259677755645,32600
2002-08-01,43.3765869140625,43.3975270923902,43.198597395242395,43.20906948137156,71400
2002-08-02,43.71166229248047,43.81635928722405,43.39756731431538,43.46038391358779,120300
2002-08-05,43.93148422241211,43.93148422241211,43.72732249211037,43.80584715621035,159300
2002-08-06,43.57551574707031,43.71686096245166,43.46558279840199,43.71686096245166,90100
2002-08-07,43.71166229248047,43.790187035505326,43.502264309058965,43.54938075244761,38100
2002-08-08,43.55983352661133,43.65929843237228,43.49701295550974,43.62265409771292,142600
2002-08-09,43.88438415527344,43.910556388043,43.61740181986262,43.61740181986262,99600
2002-08-12,43.97336959838867,44.11994685802104,43.94719337605541,44.02571804912441,38100
2002-08-13,44.32414627075195,44.36079061679417,44.00481525784085,44.14092454054087,109300
2002-08-14,44.19322204589844,44.61725355392403,44.16181378379638,44.49161251765668,146100
2002-08-15,43.93675994873047,44.14615791081511,43.84253106548908,43.973404292550235,60500
2002-08-16,43.648841857910156,44.11475027590076,43.5912573124116,44.10428217396209,55800
2002-08-19,43.69069290161133,43.716869129774025,43.51793938117351,43.716869129774025,41600
2002-08-20,44.09376525878906,44.093765258789055,43.81631094038591,43.86866337392646,56900
2002-08-21,43.98386001586914,43.99433210769008,43.81634249212938,43.85822287154752,37900
2002-08-22,43.74827575683594,43.86868081033449,43.71163143515056,43.86868081033449,43600
2002-08-23,43.94721221923828,43.973388452795085,43.7954028451928,43.826811130314965,26500
2002-08-26,43.96813201904297,44.07806495992657,43.90531547792699,43.9314877054151,27800
2002-08-27,43.83731460571289,43.93677958078166,43.7483217300912,43.84255065543643,38800
2002-08-28,43.99956512451172,44.0623816953816,43.97338889069424,44.020501318846655,40200
2002-08-29,44.20372009277344,44.282240794148606,44.146135582477044,44.27177269860922,101500
2002-08-30,44.28751754760742,44.308457751866165,44.1304720065702,44.277049442445836,28900
2002-09-03,44.77077102661133,44.96512707518725,44.64995174674457,44.69722624255869,110700
2002-09-04,44.755001068115234,44.88632443276073,44.691968417994865,44.73399285652247,77300
2002-09-05,44.933616638183594,44.991399256871944,44.749764673117134,44.965132972860054,57900
2002-09-06,44.58688735961914,44.78124729503889,44.565875149762746,44.6971984556133,32200
2002-09-09,44.52387619018555,44.728740325406385,44.51862213327263,44.618429176262175,88800
2002-09-10,44.681461334228516,44.76025615636588,44.4713471520904,44.497609421022105,21400
2002-09-11,44.51863479614258,44.51863479614258,44.382057331256895,44.44509400912852,77500
2002-09-12,44.74973678588867,44.77074899846931,44.544872722814745,44.544872722814745,39900
2002-09-13,44.95988845825195,44.99140880729157,44.802302743746345,44.84957725579609,125900
2002-09-16,44.97564697265625,45.1332326743241,44.97564697265624,45.02292148085477,108700
2002-09-17,45.12272644042969,45.15424277774551,44.860079609004224,44.860079609004224,30400
2002-09-18,45.17521286010742,45.29077799934867,45.1279383982372,45.13318844444354,76400
2002-09-19,45.401123046875,45.422135270425066,45.23828332395182,45.39586898906952,61100
2002-09-20,45.38533020019531,45.42735461518273,45.28026916272676,45.33280168529543,128600
2002-09-23,45.64272689819336,45.732025782447785,45.55342801393893,45.63747284392275,293700
2002-09-24,45.80560302734375,45.93692643511442,45.63750922570417,45.73206223960595,158200
2002-09-25,45.45888137817383,45.69526175342538,45.385340638865806,45.54292621981027,88900
2002-09-26,45.427345275878906,45.48512382502206,45.20671914638737,45.348550515893926,256100
2002-09-27,45.72679138183594,45.72679138183594,45.44313246920341,45.47990284634075,199400
2002-09-30,45.99467086791992,46.06821159460028,45.86334756918084,45.9106260407148,97200
2002-10-01,45.59320831298828,45.84609189241411,45.59320831298828,45.70911496168846,150100
2002-10-02,45.74609375,45.76189850574296,45.50901035529326,45.60911250102639,43000
2002-10-03,45.719669342041016,45.76708754533247,45.530004567902616,45.75654838037272,37500
2002-10-04,45.76710891723633,45.814523123155126,45.39304877676423,45.39831434218926,61400
2002-10-07,45.94624710083008,45.97259101317933,45.80926599174398,45.93044236122719,80300
2002-10-08,45.861942291259766,46.09902136475797,45.76710985795735,45.7987193292196,134600
2002-10-09,46.093727111816406,46.093727111816406,45.92513665611587,46.06738723969935,94500
2002-10-10,45.8303108215332,46.0831985509719,45.78289663324013,46.04631950912814,120400
2002-10-11,45.503662109375,45.7143971624332,45.40356014551292,45.66698298134915,133600
2002-10-14,45.46681594848633,45.62486735256101,45.37724906470931,45.62486735256101,51300
2002-10-15,44.702857971191406,45.08745711050015,44.676518097233746,44.961011245253715,167000
2002-10-16,44.702857971191406,44.8977923321443,44.681783660316995,44.745006592940214,124200
2002-10-17,44.46577453613281,44.539532607018565,44.37094215649207,44.37094215649207,205300
2002-10-18,44.597476959228516,44.629086406231025,44.19180363163754,44.471035151705884,98600
2002-10-21,44.255027770996094,44.62381806128265,44.24449262820764,44.62381806128265,572300
2002-10-22,44.23395538330078,44.3498620565615,44.18654120942843,44.28137357668602,197500
2002-10-23,44.32880401611328,44.518468820222125,44.281389824843245,44.36041347695998,64300
2002-10-24,44.53948974609375,44.62905245748005,44.21284430399667,44.281336746417566,41800
2002-10-25,44.734527587890625,44.760867494904154,44.63969507970045,44.760867494904154,566500
2002-10-28,44.78715133666992,44.89778844454538,44.781881754529145,44.83983509953726,22100
2002-10-29,45.192832946777344,45.36669302879199,44.95575394004067,45.003168133582186,118300
2002-10-30,45.18758773803711,45.29822895501118,45.08748971339477,45.11382960639888,53000
2002-10-31,45.419368743896484,45.67752201955611,45.10326211785211,45.12433642885691,71100
2002-11-01,45.147098541259766,45.337414498403284,44.9832128911387,45.321555507527,63400
2002-11-04,45.00434112548828,45.00434112548828,44.835171903233395,44.90918318588788,85000
2002-11-05,44.88276672363281,44.93563136563554,44.8034677439719,44.93563136563554,426300
2002-11-06,45.03082275390625,45.279291192363345,44.75592399148952,44.75592399148952,135100
2002-11-07,45.4696044921875,45.50132249232699,45.22642374671314,45.2951474247875,68000
2002-11-08,45.580631256103516,45.580631256103516,45.45903884075177,45.51190353004142,27300
2002-11-11,45.69694137573242,45.69694137573243,45.51719657099254,45.51719657099254,52100
2002-11-12,45.55421447753906,45.72338396855134,45.52778413935144,45.70752495897501,48200
2002-11-13,45.607025146484375,45.65989382685201,45.517154843161855,45.533013833946534,330200
2002-11-14,45.03608703613281,45.310985655741874,45.036087036132805,45.28455534551258,71800
2002-11-15,45.06783676147461,45.06783676147461,44.75064458213357,44.88280832630212,40900
2002-11-18,45.11012649536133,45.168278860778486,44.96210375914205,45.004393088549655,35300
2002-11-19,45.147098541259766,45.289833492460374,45.10480521004697,45.26340318543792,11000
2002-11-20,44.898643493652344,45.25284117198488,44.83520347813739,45.24755349569649,251800
2002-11-21,44.63962173461914,44.75063878133205,44.53388833299957,44.708345420684225,95000
2002-11-22,44.58674621582031,44.70305092320212,44.544456894940225,44.69776727891477,144800
2002-11-25,44.518001556396484,44.67659954321846,44.51271388128526,44.67131186810723,49700
2002-11-26,44.91978073120117,44.92506840637901,44.65016576353261,44.69245909832659,103800
2002-11-27,44.40696716308594,44.72944665205432,44.274803570338655,44.708299993217224,324900
2002-11-29,44.47040939331055,44.49155605321933,44.348817107163256,44.39111042698083,15000
2002-12-02,44.4544792175293,44.497035634293354,44.14595128359481,44.15127185029114,78000
2002-12-03,44.449153900146484,44.587460210645965,44.364045134118,44.587460210645965,38200
2002-12-04,44.6034049987793,44.67256016330437,44.54489096344347,44.65128196332755,135600
2002-12-05,44.72573471069336,44.8002063499026,44.49167866837861,44.49167866837861,194900
2002-12-06,44.906612396240234,45.11939033831743,44.7629896189191,45.11939033831743,194800
2002-12-09,45.07687759399414,45.103476384414655,44.90133937579786,44.94921232846804,143900
2002-12-10,45.039634704589844,45.103469356609295,44.97048354203918,45.055592352993465,154600
2002-12-11,45.188568115234375,45.289638610513826,45.10345932321279,45.193888682986994,287200
2002-12-12,45.225807189941406,45.28432126417057,45.11942017774531,45.1619766059855,69800
